NR_CANDIDATO,NM_CANDIDATO,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,ANO
7711,EDSON SILVA SANTOS,SOLIDARIEDADE,SUPLENTE,591,2018
7712,FRANCISCO PEREIRA DE SOUSA,SOLIDARIEDADE,SUPLENTE,25908,2018
7713,MANOEL DAMIÃO GOMES BARBOSA,SOLIDARIEDADE,SUPLENTE,710,2018
7714,MARCIONILIO CAMARGO DOS SANTOS,SOLIDARIEDADE,SUPLENTE,358,2018
7717,MARIA GORETE DA SILVA AQUINO,SOLIDARIEDADE,SUPLENTE,533,2018
7718,CARLOS FERNANDO CAETANO DE MORAES,SOLIDARIEDADE,SUPLENTE,443,2018
7720,GILCE TEREZA CORREIA DOS SANTOS,SOLIDARIEDADE,SUPLENTE,484,2018
7722,IVANILDO PEREIRA LOBO,SOLIDARIEDADE,SUPLENTE,8726,2018
7725,BRIGIDA CAIRES DINARDI,SOLIDARIEDADE,SUPLENTE,522,2018
7727,SIMONE MIRANDA ALCÂNTARA LEITE,SOLIDARIEDADE,SUPLENTE,1096,2018
7731,NELSON BENTO,SOLIDARIEDADE,SUPLENTE,111,2018
7733,EDIVALDO SILVA MEIRA,SOLIDARIEDADE,SUPLENTE,2958,2018
7737,MARLI REGES FERREIRA,SOLIDARIEDADE,SUPLENTE,1364,2018
7738,LUCIMEIRE GONÇALVES PEREIRA,SOLIDARIEDADE,SUPLENTE,345,2018
7740,EDUARDO PEREIRA DE ABREU,SOLIDARIEDADE,SUPLENTE,3844,2018
7744,ALLINY FERNANDA SARTORI PADALINO ROGÉRIO,SOLIDARIEDADE,SUPLENTE,7415,2018
7745,TALMIR RODRIGUES,SOLIDARIEDADE,SUPLENTE,12816,2018
7747,VALMIR JORGE PEREIRA,SOLIDARIEDADE,SUPLENTE,1734,2018
7749,KARIUM DE ALMEIDA BRIZOLLA,SOLIDARIEDADE,SUPLENTE,271,2018
7750,ALEXANDRE AUGUSTO FERREIRA,SOLIDARIEDADE,SUPLENTE,12908,2018
7751,FERNANDO DOS SANTOS COELHO,SOLIDARIEDADE,SUPLENTE,1521,2018
7755,EDITH FERREIRA DE SOUZA OLIVEIRA,SOLIDARIEDADE,SUPLENTE,723,2018
7756,RODNEI OLIVEIRA DA SILVA,SOLIDARIEDADE,SUPLENTE,10609,2018
7759,MICHELLE GONZAGA DO AMARAL SOUZA,SOLIDARIEDADE,SUPLENTE,686,2018
7760,ANTONIO MARMO FOGAÇA,SOLIDARIEDADE,SUPLENTE,4142,2018
7766,PAULO BENEDITO DOS SANTOS,SOLIDARIEDADE,SUPLENTE,1026,2018
7770,MARCOS JULIANO FERREIRA,SOLIDARIEDADE,SUPLENTE,15905,2018
7772,ANDREIA APARECIDA GOMES DE SOUSA FERNANDES,SOLIDARIEDADE,SUPLENTE,292,2018
7777,PAULO PEREIRA DA SILVA,SOLIDARIEDADE,ELEITO POR MÉDIA,75613,2018
7778,RONAN ALOISIO GOULART,SOLIDARIEDADE,SUPLENTE,617,2018
7780,REGINALDO DA CRUZ,SOLIDARIEDADE,SUPLENTE,1040,2018
7781,CLAUDETE APARECIDA DO NASCIMENTO,SOLIDARIEDADE,SUPLENTE,715,2018
7783,RAYMARA GARRIDO GARCIA,SOLIDARIEDADE,SUPLENTE,810,2018
7785,ROBERTO VITOR DA SILVA,SOLIDARIEDADE,SUPLENTE,446,2018
7787,CARLOS MANOEL AVILA SANTOS,SOLIDARIEDADE,SUPLENTE,2229,2018
7789,EDNA FEDOSSI DE SOUZA GARCIA DA COSTA,SOLIDARIEDADE,SUPLENTE,12124,2018
7790,NANCI SANTANA MACHADO,SOLIDARIEDADE,SUPLENTE,256,2018
7799,JOSÉ LUIZ RIBEIRO,SOLIDARIEDADE,SUPLENTE,24569,2018
9000,JARKSON VILAR DA SILVA,PROS,NÃO ELEITO,1824,2018
9001,JOSE CARLOS RODRIGUES DE SOUSA SILVA,PROS,NÃO ELEITO,2705,2018
9002,MARCOS ROBERTO BARBOSA AIRES,PROS,NÃO ELEITO,5288,2018
9003,GILBERTO CAETANO DE FRANÇA,PROS,NÃO ELEITO,4083,2018
9004,MARLI APARECIDA PROSPERO,PROS,NÃO ELEITO,241,2018
9005,PAULO ROBERTO BENEGAS DE MORAIS,PROS,NÃO ELEITO,2388,2018
9007,FÁBIO SOARES DE OLIVEIRA,PROS,NÃO ELEITO,6667,2018
9008,VALMOR RODRIGUES DE PONTES,PROS,NÃO ELEITO,383,2018
9009,CARLOS EDUARDO BETTIATI,PROS,NÃO ELEITO,987,2018
9010,GUILHERME TIOSSO DE CASTRO,PROS,NÃO ELEITO,7742,2018
9011,OSÉIAS FRANCISCO DA SILVA,PROS,NÃO ELEITO,6284,2018
9012,MILTON NERY NETO,PROS,NÃO ELEITO,13822,2018
9013,MARCELO GOMES COELHO,PROS,NÃO ELEITO,1206,2018
9014,GERALDO DE MORAES MARQUES,PROS,NÃO ELEITO,169,2018
9015,ZENILDA LUCIANA MATOS FERREIRA DA SILVA,PROS,NÃO ELEITO,127,2018
9016,SILVIO BARBOSA LOPES FILHO,PROS,NÃO ELEITO,1619,2018
9017,VALFRIDO SOARES PEREIRA NETO,PROS,NÃO ELEITO,362,2018
9018,SELMA MACEDO DE OLIVEIRA,PROS,NÃO ELEITO,541,2018
9019,MOACIR RODRIGUES FERNANDES,PROS,NÃO ELEITO,1060,2018
9020,FERNANDA CERQUEIRA CAMPOS VILLANOVA,PROS,NÃO ELEITO,557,2018
9022,EVERALDO LISBOA DE BRITO,PROS,NÃO ELEITO,312,2018
9023,SAULO GOES DE ALBUQUERQUE,PROS,NÃO ELEITO,6523,2018
9024,SEVERINO DOS RAMOS LAURENTINO DOS SANTOS,PROS,NÃO ELEITO,1390,2018
9025,LILIANE DOREA DOS SANTOS SIMOES,PROS,NÃO ELEITO,423,2018
9026,ISISMAYARA DAS GRAÇAS CARDOSO,PROS,NÃO ELEITO,257,2018
9027,FABIO GOMES SOUTO,PROS,NÃO ELEITO,1096,2018
9028,LEONILDO BATISTA,PROS,NÃO ELEITO,1972,2018
9029,FABIA ALESSANDRA DANIELE,PROS,NÃO ELEITO,678,2018
9030,NELSON PEDRO MIGUEL,PROS,NÃO ELEITO,1726,2018
9031,MARELICE FONSECA MARQUES,PROS,NÃO ELEITO,254,2018
9032,ANDREIA MAIA DOS SANTOS,PROS,NÃO ELEITO,831,2018
9033,SEVERINO TARCICIO DA SILVA,PROS,NÃO ELEITO,6025,2018
9034,ELIAS AGOSTINHO,PROS,NÃO ELEITO,941,2018
9035,ANTONIO RAIMUNDO FEDOSSI,PROS,NÃO ELEITO,1040,2018
9036,CAROLINE VALVERDE DE CAMARGO,PROS,NÃO ELEITO,864,2018
9037,GERALNICE ALVES TEIXEIRA,PROS,NÃO ELEITO,346,2018
9038,GILBERTO DE ALMEIDA RIBEIRO,PROS,NÃO ELEITO,338,2018
9039,ALEXANDRE HENRIQUE ISAIAS,PROS,NÃO ELEITO,830,2018
9040,ALFREDO SOARES DE MOURA,PROS,NÃO ELEITO,7690,2018
9041,SILVANEY DE SOUSA CHAVES,PROS,NÃO ELEITO,621,2018
9042,GEORGES MARCELO EIVAZIAN,PROS,NÃO ELEITO,1467,2018
9043,ANGELO DOMINGOS NUCCI,PROS,NÃO ELEITO,4141,2018
9044,LEONICE DE OLIVEIRA,PROS,NÃO ELEITO,766,2018
9045,GLAUCO ROBSON VICENTE,PROS,NÃO ELEITO,1548,2018
9047,PATRICIA MARTINS FERREIRA,PROS,NÃO ELEITO,746,2018
9048,FERNANDO CESAR DE CAMARGO ROSSETO,PROS,NÃO ELEITO,1042,2018
9049,MARIA DE LOURDES CAVALCANTI SROUR,PROS,NÃO ELEITO,125,2018
9050,JOÃO BOSCO RIBEIRO,PROS,NÃO ELEITO,5007,2018
9051,FRANCINE APARECIDA DE ALMEIDA FELIZARDO,PROS,NÃO ELEITO,156,2018
9052,FABIANO VERGINE TEIXEIRA DE SIQUEIRA,PROS,NÃO ELEITO,2585,2018
9053,CARLOS ALBERTO MAIOLINO,PROS,NÃO ELEITO,737,2018
9054,NEUSA LEONORA DO CARMO DELLU,PROS,NÃO ELEITO,1272,2018
9055,ELIZABETE INACIO MACEDO,PROS,NÃO ELEITO,542,2018
9056,NARCISO REINATO NETO,PROS,NÃO ELEITO,166,2018
9057,LUIZ CARLOS CORREA DE MENDONÇA,PROS,NÃO ELEITO,286,2018
9058,KOYU IHA,PROS,NÃO ELEITO,2260,2018
9059,CELIO DOS REIS PEREIRA,PROS,NÃO ELEITO,152,2018
9060,JESSICA MAYRA BARBOSA DOS SANTOS,PROS,NÃO ELEITO,383,2018
9061,ANTONIO DOS ANJOS MELQUIADES,PROS,NÃO ELEITO,4734,2018
9062,THAYRINE DA SILVA PEREIRA,PROS,NÃO ELEITO,572,2018
9063,ADRIANO SANTOS PEREIRA,PROS,NÃO ELEITO,656,2018
9064,JESSICA FERNANDES ASNAR JACCOUD,PROS,NÃO ELEITO,195,2018
9065,FRANCISCO WILANI SAMPAIO BARBOSA,PROS,NÃO ELEITO,264,2018
9066,MANOEL DOMINGUES,PROS,NÃO ELEITO,492,2018
9067,MARCOS PAULO DA SILVA,PROS,NÃO ELEITO,344,2018
9068,THAIS ARAUJO FERRAIOLI,PROS,NÃO ELEITO,194,2018
9069,OSCAR MARONI FILHO,PROS,NÃO ELEITO,6361,2018
9070,NEIDE BARRUECO ANDRADE DE PAULA,PROS,NÃO ELEITO,659,2018
9071,JULIO RODRIGUES DA SILVA NETO,PROS,NÃO ELEITO,581,2018
9072,HUGO RENER CASTRO CORREIA,PROS,NÃO ELEITO,859,2018
9073,FRANCISCO DE ASSIS DA CRUZ,PROS,NÃO ELEITO,66,2018
9074,NELSON BATISTA DANTAS,PROS,NÃO ELEITO,756,2018
9075,FRANCISCA FERREIRA DE OLIVEIRA,PROS,NÃO ELEITO,143,2018
9076,TAISA FERREIRA DE LIMA RIBAS,PROS,NÃO ELEITO,181,2018
9077,DONISETE PEREIRA BRAGA,PROS,NÃO ELEITO,14735,2018
9078,DANIEL RODRIGUES BRANDO,PROS,NÃO ELEITO,301,2018
9079,MARCELO LUIZ MENDES DOS SANTOS,PROS,NÃO ELEITO,287,2018
9080,DANIEL DI DONATO,PROS,NÃO ELEITO,290,2018
9081,MARCELO FERREIRA DOS SANTOS,PROS,NÃO ELEITO,1688,2018
9082,ANDRÉ LUIZ DE TOLEDO,PROS,NÃO ELEITO,644,2018
9083,RONIVON DOS SANTOS MUNIZ,PROS,NÃO ELEITO,1170,2018
9084,REGINALDO LUCAS OUVERNEY,PROS,NÃO ELEITO,981,2018
9085,PATRICIA DE OLIVEIRA SOUZA LELIS,PROS,NÃO ELEITO,1605,2018
9086,CARLA ALESSANDRA RODRIGUES RUBIO,PROS,NÃO ELEITO,1204,2018
9087,SELMA MENDES MARQUES,PROS,NÃO ELEITO,476,2018
9088,RODRIGO ROSARIO DOS SANTOS,PROS,NÃO ELEITO,1802,2018
9089,BEETHOVEN ELIAS DE OLIVEIRA,PROS,NÃO ELEITO,546,2018
9090,RICARDO TEIXEIRA,PROS,NÃO ELEITO,30910,2018
9091,ADRIANO DOS ANJOS MAÇAIRA,PROS,NÃO ELEITO,1314,2018
9092,JOSÉ CARLOS DA SILVA,PROS,NÃO ELEITO,168,2018
9093,GEILDA BRANDÃO LAURINDO,PROS,NÃO ELEITO,134,2018
9094,JOSÉ ANTONIO PEREIRA,PROS,NÃO ELEITO,4123,2018
9095,IVO LOPES FILHO,PROS,NÃO ELEITO,1260,2018
9096,EDSON BORGES,PROS,NÃO ELEITO,467,2018
9097,OSVALDO APARECIDO NARIMOTO DE AZEVEDO,PROS,NÃO ELEITO,424,2018
9098,MARISTELA MIRANDA DE LIMA,PROS,NÃO ELEITO,307,2018
9099,JOÃO BERNARDINO LEITE,PROS,NÃO ELEITO,3288,2018
